Firstname,Lastname,Pos,Team,Level,Pro Years
Santos,Wells,3B,AUCK,AA,0
Wayne,Bethea,P,AUCK,AA,0
Kaynard,Canning,LF,AUCK,AA,0
Darryl,Mello,P,AUCK,ML,7
John,Jentzen,P,AUCK,AA,0
John,Callanan,C,AUCK,AA,0
Trevor,Pov,P,AUCK,ML,11
Julius,Caesar,CF,AUCK,ML,1
Frank,Tep,P,AUCK,AA,0
Norman,Chou,P,AUCK,AA,0
Willie,Bleich,RF,Free Agent,A,10
George,Acree,P,AUCK,ML,2
John,Robinson,1B,AUCK,AA,0
John,Creel,SS,AUCK,A,5
Demonte,Dupree,P,AUCK,ML,3
Norm,Kocon,P,AUCK,AA,0
Dave,Allocco,C,AUCK,ML,0
Earl,Boyd,LF,AUCK,ML,10
Jay,Call,P,PEOR,ML,6
John,Mueller,SS,RICH,AA,0
Korey,Guyette,C,Free Agent,A,1
Kenny,Belay,LF,AUCK,AA,0
Josh,Gemme,P,WISC,AA,0
Jim,Dandy,P,AUCK,AA,0
Charlie,Lucas,P,AUCK,ML,5
William,Shakespeare,P,SUGR,A,6
Mike,East,P,AUCK,AA,0
Carlton,Vitello,2B,AUCK,AAA,0
Terence,Lopez,P,AUCK,AAA,0
Tim,Cuffie,P,DAY,ML,7
Raul,Wagner,P,PORT,A,6
Jacob,Hamm,LF,MAHO,ML,0
Dave,Prosperie,CF,AUCK,AA,0
Joe,Montreuil,P,AUCK,AAA,0
Jose,Denson,P,AUCK,ML,1
James,Watkins,RF,AUCK,AA,0
Alfred,Anderson,P,LYNC,ML,2
Anthony,Delap,3B,Free Agent,AAA,0
Jacob,Horton,RF,Free Agent,AAA,0
Lee,Archer,2B,LYNC,AA,0
T.J.,Slagowski,SS,Free Agent,AAA,0
Mike,Dupp,P,LYNC,AA,0
Joe,Ristig,P,ELP,A,4
Kris,Kringle,RF,LYNC,ML,7
Paul,Amaral,2B,LYNC,AA,0
Harry,Bosch,P,LYNC,AAA,0
Goldie,Wilson,P,LYNC,ML,4
Dave,Martin,1B,LYNC,AA,0
Billy Ray,Valentine,P,LYNC,AAA,0
Don,Dufort,1B,LYNC,AA,0
Sam,Heath,RF,LYNC,ML,0
Zander,Halls,SS,LYNC,AAA,0
Alan,Morgan,P,LYNC,ML,6
Rodolfo,Johengen,LF,LYNC,AA,0
Mike,Robinson,P,LYNC,ML,0
Burton,Moore,CF,LYNC,AAA,0
Chris,McCombs,LF,Free Agent,AAA,0
Max,Cady,1B,LYNC,AA,0
Jim,Miramontes,2B,LYNC,AAA,0
Jim,Pora,RF,LYNC,ML,1
J.J.,Hinton,1B,LYNC,AA,0
John,Hughes,P,LYNC,ML,1
Antony,Webb,P,LYNC,AA,0
Eddie,Murray,LF,LYNC,AA,0
Moses,Cannon,1B,LYNC,AA,0
Roger,Winget,3B,LYNC,AAA,0
Cecil,Zavalza,RF,LYNC,AAA,0
Moe,McAlpin,LF,LYNC,AA,0
Trevor,Kloth,2B,LYNC,ML,8
Rich,Coontz,P,BANG,A,5
Toots,Dreyfuss,3B,LYNC,AAA,0
Eddie,Burns,P,LYNC,ML,7
Ray,Horsfall,P,LYNC,ML,5
Rich,Tarvin,1B,LYNC,AAA,0
Shaun,Gucman,SS,HILL,ML,8
Arnoldo,Plummer,LF,LYNC,AAA,0
Nick,Ceaser,SS,Free Agent,AAA,0
Henry,Aujla,SS,LYNC,AAA,0
Dave,Banister,P,LYNC,A,4
Alvin,Adams,1B,LYNC,ML,4
Dean,Peck,C,SCRN,ML,7
Ray,Pavelko,RF,LYNC,AA,0
John,McWhorter,3B,LYNC,ML,2
Nathaniel,Drake,2B,LYNC,ML,1
Rene,Humphreys,P,LYNC,ML,2
Pedro,Collins,LF,LYNC,AA,0
Eric,Schlicker,RF,LYNC,AA,0
Alfred,Jarvis,2B,HILL,AAA,1
Calvin,Boettger,LF,LYNC,ML,1
Douglas,Sterlace,1B,LYNC,AAA,0
Dave,Callis,P,SF,ML,13
Jack,Crowley,SS,Free Agent,AA,0
Randy,Bachman,C,MAIN,A,6
Fritz,Varughese,2B,MIDL,ML,2
Taran,Vandewater,1B,OKC,A,5
Steven,Cody,P,MIDL,ML,3
Patrick,Pongkhamsing,RF,MIDL,AAA,0
Jimmy,Schindler,SS,ALTO,ML,11
Fairweather,Johnson,RF,MIDL,ML,2
Montgomery,Henderson,3B,MIDL,ML,1
Larry,Buchholz,3B,MIDL,AAA,0
John,Sampson,RF,MIDL,AAA,0
Chris,Gallinari,P,MIDL,ML,2
Moses,Lauro,P,MIDL,ML,2
Shannon,Chacon,P,MIDL,ML,4
Dawson,Blue,3B,MIDL,AAA,0
SilentRain,Espinoza,LF,Free Agent,A,9
Will,Nelms,SS,MIDL,AA,0
Logan,Pickelsimer,LF,MIDL,A,8
Brian,Hougham,P,MIDL,AAA,0
Marcus,Johnson,LF,MIDL,AAA,0
Lance,Henderson,LF,MIDL,AA,0
Kenny,Gajewski,1B,MIDL,ML,12
Christopher,Ramsey,C,MIDL,AA,0
Don,Moles,CF,MIDL,AAA,0
Dave,Zatarain,3B,MIDL,AA,0
Dennis,Disbrow,C,MIDL,ML,1
Jeffrey,Taylor,P,MIDL,AAA,0
Rudy,Meylan,P,MIDL,AAA,0
Jim,Crumrine,P,MIDL,A,8
Ray,Mosher,P,MIDL,AAA,0
Bob,Selvy,3B,MIDL,AAA,0
Keagan,Rothrock,P,MIDL,ML,5
Tallen,Edwards,C,MIDL,ML,4
Owen,Chicca,P,MIDL,AA,0
Phil,Stone,P,MIDL,AA,0
Preslee,Downing,P,MIDL,AA,0
Cal,Schroll,P,MIDL,ML,1
Taylor,Tuck,C,MIDL,AAA,0
Anthony,Morris,P,MIDL,AA,0
Armando,Pena,CF,MIDL,AA,0
Ed,McLaney,2B,MIDL,AAA,0
Hugh,Caraker,SS,MIDL,AAA,0
Joe,Call,P,MIDL,AAA,0
Thomas,Bennett,SS,PEOR,ML,2
Jess,Willey,RF,LOUI,A,2
Steve,Voorheis,P,PEOR,ML,3
Rocky,Kang,P,PEOR,AAA,0
Larry,Dewitt,P,PEOR,AAA,0
Joe,Boykins,2B,PEOR,ML,0
Manny,Cooper,P,PEOR,ML,2
Henry,Maker,P,PEOR,ML,10
Dan,Gonzalez,3B,PEOR,AA,4
Ben,Stern,P,PEOR,ML,0
Courtney,Colclasure,P,PEOR,AAA,0
Cody,Fryer,3B,PEOR,AAA,0
Kerry,Fox,LF,PEOR,ML,0
Steve,Gaffey,P,WISC,A,12
Curtis,Roberts,P,PEOR,AA,0
Julius,Brattain,LF,PEOR,ML,1
Jerry,Kerle,CF,MIDL,A,5
Maurice,Neiss,P,PEOR,AAA,0
Dennis,Manton,LF,PEOR,AAA,0
Roy,Richards,C,PEOR,ML,0
Joseph,Averhart,CF,PEOR,AAA,0
Randy,Honeywell,RF,PEOR,ML,3
Ryan,Hamann,P,PEOR,ML,3
Ron,Stearman,P,PEOR,ML,5
Chris,Chase,P,PEOR,AA,0
Joseph,Mangels,LF,PEOR,ML,2
Stanley,Dyson,P,PEOR,ML,1
Gary,Oplinger,RF,PEOR,ML,1
Nemo,Mensick,2B,PEOR,ML,9
Toby,Hunt,C,PEOR,AAA,0
Adam,High,SS,PEOR,AAA,0
Fabian,Schemmel,P,PEOR,AAA,0
Stewart,Shipp,LF,PEOR,ML,2
John,Debari,RF,PEOR,AAA,0
Jonathan,Hermann,P,PEOR,AA,0
Harvey,Maloy,P,PEOR,AA,0
Jeff,Collins,1B,PEOR,AAA,0
Richard,McFadden,LF,PEOR,AA,0
Kenneth,Tirone,P,PEOR,ML,4
Paul,Opal,P,LAKE,A,6
Gary,Kramer,P,PEOR,AA,0
Shawn,Sandler,CF,PEOR,ML,1
Jim,Voskamp Jr,P,PEOR,AAA,0
Barry,Corbett,P,SUGR,ML,1
Paul,Haviland,P,SUGR,AA,0
George,Scarbrough,P,Free Agent,A,6
Bob,Laudermilk,P,Free Agent,A,9
Charley,Gildea,RF,SUGR,AAA,0
Alvin,Leclerc,P,FRIS,AAA,0
Fred,Yoes,C,SUGR,ML,7
Courtney,Stclair,2B,WISC,A,9
Jose,Chambers,P,SUGR,AAA,1
Chris,Lapeyrolerie,P,ROME,ML,6
Jose,Lee,RF,SUGR,AAA,0
Paul,Miles,CF,SUGR,AAA,0
Micheal,Wallace,P,Free Agent,A,5
Michael,Fremont,2B,SUGR,ML,9
Timothy,Shetrawski,P,SUGR,AAA,0
Korey,Davis,LF,SUGR,AA,0
Lester,Lewis,P,SUGR,AAA,0
Woodrow,Lipszyc,P,SUGR,AAA,0
Steve,Sublett,P,SUGR,ML,3
Bert,Allred,1B,SUGR,AA,0
Roderick,Burk,RF,SUGR,ML,3
Kevin,Kuza,RF,SUGR,AAA,0
Archie,Randell,CF,SUGR,ML,0
Jason,McKinney,P,SUGR,ML,2
Lee,Daily,CF,SUGR,AAA,0
Mark,Lawrence,P,EDMO,ML,9
Elton,Trapasso,P,SUGR,AAA,0
Ed,Grimes,P,NORW,A,6
Ken,Quirino,P,SUGR,AAA,0
Benito,Sadler,3B,WISC,A,13
Benji,McCollum,P,SUGR,ML,3
Darrell,Carpenter,P,SUGR,AAA,0
Marvin,Fair,P,SUGR,AAA,0
Slim,Charles,SS,LOUI,AA,0
Jason,Watkins,P,SUGR,AAA,2
Gene,Belcher,1B,HILL,ML,8
Bill,Farro,P,HILL,AAA,0
Terry,Graves,P,HILL,AA,0
Ed,Austin,C,HILL,ML,4
Coffee,Black,P,ROME,A,15
Dan,Ferioli,P,HILL,ML,6
Dave,Closs,P,HILL,AAA,0
Charlie,Green,RF,HILL,AA,0
Wedge,Donovan,P,HILL,ML,1
Larry,Dallas,RF,Free Agent,A,3
Somerset,Lane,RF,HILL,ML,13
Kelly,Sturtevant,2B,HILL,AA,0
Bobby,Tran,P,HILL,ML,9
Cruz,Gilday,P,HILL,AAA,0
Malcom,McCarthy,1B,NORW,AAA,0
Don,Pena,P,HILL,AAA,0
Alex,McCuistion,P,HILL,ML,2
Joel,Shanklin,P,HILL,AAA,0
Johnny,Suyama,P,IDA,A,8
Jody,Brandel,P,HILL,AAA,0
Owen,Agilar,3B,HILL,AAA,0
Maurice,Nader,SS,HILL,AA,0
Wilbert,Williams,CF,HILL,AAA,0
Joe,Berger,P,HILL,ML,3
Scott,Michlin,3B,HILL,ML,11
Forrest,Fenn,P,HILL,ML,3
Wally,Karue,P,HILL,ML,11
Jeffrey,Raffe,P,HILL,AA,0
Gino,Felino,1B,HILL,ML,3
Scott,Michaels,2B,HILL,AAA,1
Josh,Johnson,SS,HILL,ML,1
Tom,Shapiro,P,HILL,AA,0
Bucky,Rideout,P,HILL,AAA,0
Kendall,Canada,2B,TEX,ML,11
Rob,Kier,P,HILL,AA,0
Jose,Butts,P,HILL,AAA,0
Frank,Wicks,P,HILL,AA,0
Chaz,Collins,P,LAKE,ML,6
Gary,Berkshire,1B,LAKE,ML,0
Harlan,Pittinger,P,LAKE,AA,0
Mayday,Montgomery,CF,LAKE,ML,10
Butch,Maasch,P,MAIN,A,12
Greg,Chavarria,P,ROME,A,9
Moshe,Maple,3B,LAKE,ML,1
Brian,Sullivan,P,LAKE,ML,5
Ken,Russell,P,PORT,AAA,0
Louie,Gatts,P,LAKE,AA,0
Todd,Avila,P,LAKE,AA,0
Michael,Skarn,3B,LAKE,AA,0
Pretzel,Schneider,RF,LAKE,AA,0
Trey,Henderson,SS,LAKE,ML,6
Williams,Wallington,P,LAKE,ML,9
Terrell,Alexender,P,ALTO,DL,6
Mark,Scott,P,LAKE,AAA,0
Rene,Parker,2B,LAKE,ML,4
Ricardo,McElwain,P,LAKE,AAA,0
Ralph,Bisaillon,P,LAKE,ML,4
Dave,Manzanares,P,LAKE,AA,0
Joe,Bianchi,P,LAKE,ML,7
Rich,Sia,P,LAKE,AA,0
Ned,Ryerson,1B,FRIS,A,11
Mark,Mayol,2B,LAKE,AA,0
George,Dohrmann,P,LAKE,AAA,0
Lucas,Ahmed,2B,RICH,AAA,0
Anthony,Silva,RF,LAKE,ML,7
Conrad,Hart,P,LAKE,AA,0
Lawrence,McGeachy,LF,LAKE,AA,0
Willie,Bezak,2B,LAKE,ML,2
Edward,Jenson,P,LAKE,AAA,0
Jose,Moss,P,LAKE,AAA,0
Toots,Rawls,3B,OKC,ML,7
Don,Zurly-Light,P,OKC,ML,1
Brady,Ziebarth,P,OKC,ML,6
Ivan,Weast,C,OKC,A,4
Matt,Stoltzman,2B,OKC,AAA,0
Tom,Kander,P,OKC,AA,0
Brodie,Lee,P,OKC,ML,4
Phil,Dixon,P,ROCK,AAA,0
Duncan,Williams,SS,OKC,ML,1
Dallas,Fuhriman,RF,OKC,ML,4
Matthew,Armstrong,P,LOUI,A,9
Wade,Salisbury,P,OKC,ML,2
Grover,Taylor,P,HILL,AAA,4
Anthony,Sloan,CF,LYNC,A,7
Danny,Budd,LF,OKC,AAA,0
Lawrence,Rasmussen,P,OKC,ML,4
Joshua,Dudding,CF,OKC,A,1
Jim,Berardi,C,OKC,AAA,0
Bray,Wyatt,P,OKC,ML,8
Truman,Wall,1B,Free Agent,A,7
Gene,Vanloo,P,OMA,AA,0
Marc,Hunsley,1B,TEX,A,13
Eric,Reeve,C,OMA,ML,6
Mark,Wahr,P,OMA,AAA,0
Philip,Stephenson,P,OMA,ML,12
Jem,Finch,C,OMA,AAA,0
Charlie,Queal,P,OMA,ML,1
Jeremy,Avans,2B,OMA,A,7
Neal,Eccleston,SS,OMA,ML,1
Hardin,Hall,C,OMA,AA,0
Zan,Allen,CF,OMA,ML,4
Jean,Summers,2B,OMA,ML,1
Fred,Labuda,P,SUGR,A,4
Tim,Caicedo,P,OMA,AAA,0
Mike,Arteaga,P,OMA,ML,7
Daniel,Scarbrough,RF,OMA,AA,0
Danial,Cleary,P,OMA,AA,0
Dion,Dudzic,P,OMA,AAA,0
Calvin,Blaha,P,Free Agent,A,6
Augie,Tolbert,P,OMA,AA,0
Mark,Tomaro,CF,OMA,AA,0
RyLee,Crandall,P,OMA,ML,7
Francis,Hackshaw,P,OMA,AA,0
Harold,Healy,CF,OMA,AAA,0
Nicholas,Theodorou,P,OMA,AA,0
Billie,Sloan,SS,OMA,AA,0
Danny,Davis,2B,OMA,AAA,0
Walt,Labean,CF,OMA,AA,0
Deacon,McCook,SS,Free Agent,A,14
Mervin,Coulbourne,P,OMA,AAA,0
Joe,Peel,P,OMA,AA,0
Hollis,Jones,1B,OMA,ML,1
Ahmed,Gooslin,SS,OMA,AAA,0
Andrew,Koch,P,OMA,ML,0
Lester,Lowe,P,OMA,AA,0
Manuel,Tarbox,P,SF,AAA,0
Jason,Quintanilla,CF,FRIS,AAA,0
Mario,Martin,3B,SF,ML,1
George,Anderson,C,SF,AA,0
Christopher,Mangan,RF,SF,AA,0
John,Perry,2B,ROME,A,4
Adolph,Peguero,C,SF,AA,0
Steve,Anderson,P,OKC,A,15
Wally,Si,C,SF,AA,0
Travis,Lineman,C,SF,AA,0
Richie,Prak,SS,SF,AAA,0
Roberto,Larimore,3B,SF,ML,3
Heath,Hill,P,SF,AAA,0
Stacey,Turner,1B,SF,AA,0
Wendell,Sanders,P,SF,AAA,0
Scott,Hearn,C,SF,ML,0
Barry,Delacruz,RF,SF,ML,7
Sung,Jinwoo,1B,SF,ML,9
Joe,Flynn,SS,SF,ML,5
Jake,Davies,LF,SCRN,ML,7
Kelley,Skeans,2B,SF,AA,0
Roland,Perez,2B,SF,AA,0
Paul,Wilkerson,CF,SF,ML,2
Charlie,Land,C,FRIS,AA,0
Jim,Hughes,RF,SF,AAA,0
Tom,Shelton,P,SF,AA,0
Julio,Langeveld,2B,CHES,AAA,0
Ben,Santos,P,Free Agent,A,3
Tim,Jackson,2B,CHES,AAA,0
Juan,Castro,2B,CHES,AAA,0
Lamar,Horn,P,CHES,ML,3
Jarvis,McCally,SS,CHES,AAA,0
Matt,James,P,CHES,ML,3
Benji,Demichelis,CF,CHES,AAA,0
Dave,Stewart,1B,CHES,AAA,0
Dwight,Thomas,1B,CHES,AA,0
Dave,Sauer,C,CHES,AA,0
Jim,Rutledge,CF,CHES,AAA,0
Joe,Griffin,3B,CHES,AAA,0
Bobby,Bonilla,RF,CHES,AAA,0
Larry,Pothier,2B,CHES,AA,0
Sammie,Marki,P,Free Agent,ML,10
Brendan,Garcia,P,CHES,ML,3
Sucre,Wolodarsky,P,CHES,ML,5
Alberto,Axford,CF,CHES,AAA,0
Keith,James,3B,CHES,AA,0
Kristopher,Shields,1B,CHES,AAA,0
Rupert,Brown,CF,CHES,AA,0
Pedro,Salazar,1B,CHES,ML,3
James,Chambers,LF,CHES,AA,0
Jose,Bride,LF,CHES,ML,8
Dustin,Burkley,P,CHES,ML,1
Ray,Street,P,CHES,AA,0
Dewayne,Gomez,P,CHES,ML,1
Bob,Jenkins,P,CHES,AAA,0
Isaac,Angalich,LF,CHES,AAA,0
Matthew,Eveland,CF,Free Agent,A,7
Joseph,Ringwald,3B,CHES,AA,0
Billy,Tarone,LF,CHES,AA,0
Raul,Allen,2B,CHES,AA,0
Mark,Feoli,1B,CHES,AAA,1
Jody,Lydia,LF,LOUI,AA,0
Ronnie,Visalli,RF,LOUI,ML,4
Hub,Burt,SS,LOUI,AAA,0
Matthew,Fackler,2B,SUGR,ML,2
Scott,Beers,CF,MAHO,ML,4
Darryl,Delany,3B,LOUI,AA,0
Keith,Morris,C,LOUI,AA,0
Tyree,Forkin,P,LOUI,ML,0
Cameron,Turner,P,LOUI,ML,4
Carl,Malone,P,LOUI,ML,7
Samuel,Pavia,P,LOUI,AA,0
Mike,Hazelrigg,P,LOUI,AAA,0
Mark,Glasner,P,EDMO,A,11
Ason,Unique,3B,LOUI,ML,1
Larry,Fowler,P,LOUI,ML,8
Bobby,Digital,P,LOUI,AAA,0
Brandon,Dehaan,CF,LOUI,AAA,0
Christian,Cage,P,LOUI,ML,12
Rob,Knecht,P,LOUI,AAA,0
George,Norgaard,RF,LOUI,AA,0
Stephen,Yoh,2B,LOUI,AAA,0
Alexander,Nottage,LF,LOUI,ML,2
Sam,Surace,CF,LOUI,AA,0
Kyle,Ruppel,C,ROCK,A,13
Booker,Allocco,P,DAY,A,11
Edward,Thomsen,1B,LOUI,AA,0
Gilbert,Palm,RF,LOUI,AAA,0
Santiago,Rogers,P,TEX,A,10
Abel,Barnes,P,LOUI,AA,0
Jim,Bell,3B,MAHO,AAA,0
Richard,Newberry,P,MAHO,ML,3
Jose,Griffin,P,MAHO,ML,3
Adam,Mooney,P,Free Agent,A,2
Jacob,Sittloh,CF,MAHO,A,5
Bryan,Wernimont,P,MAHO,ML,4
Bill,Hickem,P,MAHO,AAA,0
Peyton,Schnackenberg,P,Free Agent,A,13
Dexter,Bluth,P,Free Agent,A,3
Bill,Simmons,P,TEX,A,4
Anibal,Elvis,CF,MAHO,AAA,0
Michael,Lopez,RF,MAHO,AAA,0
Larry,Chiszar,P,MAHO,AAA,0
Jim,Levin,LF,MAHO,AA,0
Sylvester,Jones,P,Free Agent,A,4
Antione,Hortman,CF,MAHO,AA,0
Leon,Cummins,P,Free Agent,A,2
Ira,Bessard,LF,MAHO,AA,0
Dean,Logue,P,MAHO,AAA,0
Jerald,Hood,P,MAHO,AAA,0
Will,Sanderman,LF,OMA,A,5
Frederick,Bond,2B,MAHO,AAA,0
Tracy,Badman,SS,HILL,A,13
Jose,Delaura,C,MAHO,AAA,0
Wesley,McNett,2B,MAHO,ML,3
Ben,Griffin,RF,ROCK,AA,0
Ray,Borthwick,CF,MAHO,AA,0
Izzy,Marinucci,2B,MAHO,ML,2
Jacob,Gigantino,P,Free Agent,A,8
Brian,Nixon,P,MAIN,ML,3
Stacy,Oyola,CF,Free Agent,A,12
Jason,Myung,P,MAIN,AA,0
Craig,Groff,LF,Free Agent,A,3
Javier,Pacleb,P,MAIN,ML,1
Colin,Piper,P,FRIS,A,10
Eric,Cort,C,TEX,A,9
Mart,Finamore,P,MAIN,AAA,0
Nacho,Alvarez,P,MAIN,AAA,0
Gerald,Tyus,P,TEX,A,6
Dan,Williams,P,ALTO,ML,5
Charlie,Bogar,C,Free Agent,A,3
Tom,Kirwan,P,SCRN,AAA,0
Burt,Conser,P,SCRN,AA,0
Tim,Rodriguez,RF,SCRN,AAA,0
Antonio,Freeborn,P,SCRN,AAA,0
Nasir,Johnson,RF,SCRN,ML,9
George,Hill,3B,BANG,ML,5
Joe,Searle,P,SCRN,ML,1
Aaron,Vazquez,C,SCRN,AA,0
Danny,Bean Jr,P,SCRN,ML,3
Andy,Taylor,C,SCRN,AAA,0
Josiah,Nunez,LF,SCRN,AA,0
Marc,Gardner,P,WISC,A,10
Richard,Taliaferro,RF,SCRN,AAA,0
Andrew,Dardy,C,SCRN,AAA,0
Herbert,Hairston,LF,SCRN,ML,6
Gregory,Negroni,P,SCRN,AAA,0
Joel,Space,P,SCRN,AAA,1
Dave,Crippen,RF,SCRN,AA,0
Vernon,Millikin,LF,ROME,ML,0
Arturo,Moore,1B,SCRN,AAA,0
Loyd,Chavez,2B,SCRN,AA,0
Jerry,Sheekey,P,ALTO,AA,0
Cal,Gawron,P,ALTO,AAA,0
Tim,Balaam,1B,ALTO,AA,0
Ira,Peiper,P,ALTO,ML,2
Loren,Kitzmiller,CF,ALTO,AA,0
Alfred,Decant,P,ALTO,AAA,2
Frank,Whyte,RF,ALTO,AA,0
Jeffrey,White,P,Free Agent,A,8
Marv,Napoleon,SS,ALTO,AAA,1
Stanley,Lieberman,P,Free Agent,A,8
Gilbert,Wood,P,SUGR,ML,1
Martin,Todd,1B,ALTO,AAA,0
Lawrence,Dean,RF,ALTO,AA,0
Eugene,Ward,3B,CASP,ML,1
Joe,Sweeney,CF,EDMO,ML,6
Rodney,Winsley,P,Free Agent,A,4
Wesley,Pippenger,P,AUCK,AAA,10
Jack,Sehnert,C,EDMO,ML,12
Ossie,Elledge,LF,EDMO,AAA,0
Marv,Duryee,1B,EDMO,ML,2
Cody,Essman,LF,EDMO,AAA,0
Dennis,Weinberg,LF,EDMO,ML,0
Jason,Green,P,EDMO,ML,4
Bill,Martain,LF,EDMO,AA,0
Alexander,Jones,C,ELP,ML,0
Jody,Gathers,P,ELP,AA,0
Goat,Crandall Jr,RF,ELP,AA,0
Nick,Koss,P,ELP,AAA,0
Jose,Mayner,P,BANG,A,5
Aroma,Joe,1B,ELP,ML,1
Bob,Papaleo,P,LYNC,ML,10
Ray,Klinekole,P,MAIN,A,6
Ted,Salazer,P,ELP,AAA,0
Randall,Moultry,RF,ELP,AAA,0
Sang,Henry,CF,ELP,ML,1
Heath,Rudolph,1B,CASP,A,9
Willie,Garant,P,ELP,AA,0
Howard,Dunnigan,P,ELP,ML,2
Dave,Stockwell,P,ELP,AAA,0
Alex,Keleher,LF,Free Agent,A,0
Flash,Funk,CF,ROCK,ML,4
Phil,Koch,RF,ROCK,AA,0
Mark,Swentzel,3B,ROCK,AAA,0
Dave,Humphreys,LF,ROCK,AAA,0
George,Maness,RF,ROCK,AAA,0
Robert,Brading,P,Free Agent,A,3
John,Cormier,2B,ROCK,AA,0
Clifford,Johnson,P,ROCK,AAA,0
Bob,Fields,C,ROCK,AA,0
Tom,Russell,CF,Free Agent,A,0
Ben,Butt,P,Free Agent,AAA,0
Michael,McCuiston,C,ROCK,AAA,0
Antoine,Tarvin,P,CASP,A,8
Joe,Vanantwerp,C,ROCK,AA,1
Joe,Kanai,2B,ROCK,AA,0
Eddie,Goodrum,2B,ROCK,AAA,0
Marv,Schwertner,C,ROCK,AA,0
Daron,Fattig,P,Free Agent,A,9
Harry,Henson,3B,WISC,AA,0
Ed,Peeples,C,WISC,ML,4
Fern,Woodall,LF,WISC,ML,2
Williams,Rivers,P,WISC,AAA,0
Jacob,Miller,P,WISC,AAA,0
Augustine,Conley,P,Free Agent,A,11
Kenneth,Chitwood,C,TEX,A,10
Marshall,Dombkowski,RF,WISC,A,5
Ron,Comnick,LF,CASP,AA,0
Josue,Coote,2B,CASP,AA,0
Rob,Bienvenu,C,CASP,AA,0
Warren,Robinson,P,CASP,AA,0
Ed,Morrisseau,CF,CASP,AAA,0
Joe,Gillis,P,CASP,AA,0
Pedro,Ruiz,2B,CASP,ML,0
Kevin,Malley,2B,Free Agent,A,4
Tom,Tepley,1B,CASP,AA,0
Kevin,Bayot,LF,CASP,AAA,0
Abe,Froman,LF,CASP,ML,4
Mason,Hickman,C,NORW,ML,2
Rich,Arrowsmith,1B,IDA,A,6
Elmer,Richardson,SS,CASP,AA,0
Elmer,Tyce,1B,TEX,ML,0
Dylan,Murphy,P,Free Agent,A,7
Pierre,Lafitte,P,ROCK,ML,9
Ken,Vang,C,Free Agent,A,0
Anderson,Ina,CF,IDA,ML,4
Fabian,Randall,3B,IDA,AAA,0
Rich,Gertner,1B,IDA,AAA,0
